node1,node2,startLoc,endLoc
116,117,Queens,Queens
117,118,Queens,Queens
118,119,Queens,Queens
119,120,Queens,Queens
120,121,Queens,Queens
121,122,Queens,Queens
122,123,Queens,Queens
123,98,Queens,Queens
123,106,Queens,Brooklyn
122,105,Queens,Brooklyn
121,124,Queens,Queens
124,125,Queens,Queens
125,126,Queens,Queens
126,92,Queens,Queens
126,101,Queens,Queens
125,100,Queens,Brooklyn
124,127,Queens,Queens
127,128,Queens,Queens
128,97,Queens,Manhattan
128,94,Queens,Bronx
127,95,Queens,Brooklyn
120,129,Queens,Queens
129,130,Queens,Queens
130,103,Queens,Bronx
130,96,Queens,Manhattan
129,131,Queens,Queens
131,112,Queens,Manhattan
131,132,Queens,Queens
132,133,Queens,Queens
133,93,Queens,Queens
133,110,Queens,Bronx
132,104,Queens,StatenIsland
119,107,Queens,Brooklyn
118,134,Queens,Queens
134,111,Queens,Manhattan
134,135,Queens,Queens
135,136,Queens,Queens
136,137,Queens,Queens
137,109,Queens,Bronx
137,108,Queens,Bronx
136,99,Queens,Queens
135,138,Queens,Queens
138,102,Queens,Brooklyn
138,139,Queens,Queens
139,90,Queens,Bronx
139,91,Queens,Brooklyn
117,140,Queens,Queens
140,85,Queens,Bronx
140,141,Queens,Queens
141,142,Queens,Queens
142,87,Queens,Queens
142,143,Queens,Queens
143,86,Queens,Manhattan
143,89,Queens,Queens
141,88,Queens,Bronx
116,144,Queens,Queens
144,145,Queens,Queens
145,146,Queens,Queens
146,147,Queens,Queens
147,148,Queens,Queens
148,149,Queens,Queens
149,150,Queens,Queens
150,151,Queens,Queens
151,64,Queens,Queens
151,152,Queens,Manhattan
152,24,Manhattan,Manhattan
152,48,Manhattan,Manhattan
150,73,Queens,Brooklyn
149,34,Queens,Queens
148,56,Queens,Brooklyn
147,153,Queens,Queens
153,154,Queens,Queens
154,32,Queens,Bronx
154,33,Queens,Manhattan
153,155,Queens,Queens
155,156,Queens,Queens
156,157,Queens,Queens
157,158,Queens,Queens
158,159,Queens,Queens
159,45,Queens,Bronx
159,29,Queens,Manhattan
158,28,Queens,Queens
157,81,Queens,StatenIsland
156,160,Queens,Queens
160,161,Queens,Queens
161,40,Queens,Bronx
161,79,Queens,Brooklyn
160,162,Queens,Queens
162,21,Queens,Bronx
162,163,Queens,Queens
163,20,Queens,Bronx
163,19,Queens,Bronx
155,164,Queens,Queens
164,165,Queens,Queens
165,166,Queens,Queens
166,47,Queens,Bronx
166,167,Queens,Queens
167,23,Queens,Manhattan
167,82,Queens,StatenIsland
165,168,Queens,Queens
168,63,Queens,Queens
168,169,Queens,Brooklyn
169,31,Brooklyn,Brooklyn
169,57,Brooklyn,Brooklyn
164,170,Queens,Brooklyn
170,171,Brooklyn,Brooklyn
171,78,Brooklyn,Brooklyn
171,39,Brooklyn,Brooklyn
170,80,Brooklyn,Brooklyn
146,36,Queens,Queens
145,70,Queens,Bronx
144,172,Queens,Queens
172,173,Queens,Queens
173,60,Queens,Queens
173,174,Queens,Queens
174,175,Queens,Queens
175,176,Queens,Queens
176,177,Queens,Queens
177,178,Queens,Queens
178,179,Queens,Queens
179,51,Queens,Manhattan
179,50,Queens,Brooklyn
178,180,Queens,Queens
180,181,Queens,Manhattan
181,35,Manhattan,StatenIsland
181,182,Manhattan,Manhattan
182,49,Manhattan,Manhattan
182,27,Manhattan,StatenIsland
180,183,Queens,Queens
183,184,Queens,Queens
184,185,Queens,Queens
185,66,Queens,Bronx
185,52,Queens,Queens
184,59,Queens,Queens
183,186,Queens,Queens
186,41,Queens,Brooklyn
186,72,Queens,Queens
177,53,Queens,Queens
176,187,Queens,Queens
187,188,Queens,Queens
188,189,Queens,Queens
189,76,Queens,Brooklyn
189,61,Queens,Queens
188,71,Queens,Queens
187,43,Queens,Queens
175,190,Queens,Queens
190,191,Queens,Queens
191,25,Queens,Queens
191,113,Queens,Queens
190,192,Queens,Queens
192,193,Queens,Queens
193,194,Queens,Queens
194,46,Queens,Queens
194,38,Queens,Bronx
193,65,Queens,Queens
192,26,Queens,Bronx
174,195,Queens,Queens
195,196,Queens,Queens
196,197,Queens,Queens
197,198,Queens,Queens
198,84,Queens,Bronx
198,77,Queens,Brooklyn
197,199,Queens,Queens
199,69,Queens,Bronx
199,200,Queens,Queens
200,68,Queens,Queens
200,67,Queens,Manhattan
196,201,Queens,Queens
201,83,Queens,Bronx
201,202,Queens,Queens
202,62,Queens,Queens
202,22,Queens,Manhattan
195,203,Queens,Queens
203,204,Queens,Queens
204,205,Queens,Queens
205,37,Queens,Queens
205,206,Queens,Queens
206,114,Queens,Brooklyn
206,207,Queens,Queens
207,55,Queens,Brooklyn
207,75,Queens,Brooklyn
204,74,Queens,Brooklyn
203,208,Queens,Queens
208,209,Queens,Queens
209,42,Queens,Queens
209,210,Queens,Queens
210,211,Queens,Queens
211,30,Queens,Queens
211,54,Queens,Brooklyn
210,44,Queens,Queens
208,212,Queens,Queens
212,58,Queens,Queens
212,115,Queens,Brooklyn
172,213,Queens,Queens
213,214,Queens,Queens
214,215,Queens,Queens
215,216,Queens,Manhattan
216,18,Manhattan,Manhattan
216,11,Manhattan,Manhattan
215,217,Queens,Queens
217,218,Queens,Queens
218,15,Queens,Brooklyn
218,16,Queens,Queens
217,219,Queens,Queens
219,12,Queens,Brooklyn
219,220,Queens,Queens
220,14,Queens,Queens
220,10,Queens,Bronx
214,221,Queens,Queens
221,17,Queens,Queens
221,13,Queens,Brooklyn
213,222,Queens,Queens
222,223,Queens,Queens
223,224,Queens,Queens
224,8,Queens,Bronx
224,9,Queens,Brooklyn
223,225,Queens,Queens
225,226,Queens,Queens
226,227,Queens,Queens
227,4,Queens,Bronx
227,3,Queens,Queens
226,228,Queens,Queens
228,1,Queens,Bronx
228,2,Queens,Brooklyn
225,7,Queens,Queens
222,229,Queens,Queens
229,6,Queens,Manhattan
229,5,Queens,Brooklyn
