node1,node2,startLoc,endLoc
116,117,Queens,Queens
117,118,Queens,Queens
118,119,Queens,Queens
119,8,Queens,Bronx
119,9,Queens,Brooklyn
118,120,Queens,Queens
120,121,Queens,Queens
121,7,Queens,Queens
121,5,Queens,Brooklyn
120,122,Queens,Queens
122,123,Queens,Queens
123,124,Queens,Queens
124,2,Queens,Brooklyn
124,4,Queens,Bronx
123,125,Queens,Queens
125,3,Queens,Queens
125,1,Queens,Bronx
122,6,Queens,Manhattan
117,126,Queens,Queens
126,127,Queens,Queens
127,128,Queens,Queens
128,129,Queens,Queens
129,12,Queens,Brooklyn
129,17,Queens,Queens
128,130,Queens,Queens
130,131,Queens,Queens
131,15,Queens,Brooklyn
131,18,Queens,Manhattan
130,16,Queens,Queens
127,11,Queens,Manhattan
126,132,Queens,Queens
132,133,Queens,Queens
133,14,Queens,Queens
133,13,Queens,Brooklyn
132,10,Queens,Bronx
116,134,Queens,Queens
134,135,Queens,Queens
135,136,Queens,Queens
136,137,Queens,Queens
137,43,Queens,Queens
137,62,Queens,Queens
136,138,Queens,Queens
138,139,Queens,Queens
139,140,Queens,Queens
140,141,Queens,Queens
141,142,Queens,Bronx
142,143,Bronx,Bronx
143,103,Bronx,Bronx
143,109,Bronx,Bronx
142,144,Bronx,Bronx
144,145,Bronx,Bronx
145,94,Bronx,Bronx
145,110,Bronx,Bronx
144,108,Bronx,Bronx
141,146,Queens,Queens
146,147,Queens,Queens
147,148,Queens,Queens
148,93,Queens,Queens
148,102,Queens,Brooklyn
147,149,Queens,Queens
149,150,Queens,Queens
150,97,Queens,Manhattan
150,96,Queens,Manhattan
149,151,Queens,Queens
151,152,Queens,Queens
152,112,Queens,Manhattan
152,98,Queens,Queens
151,153,Queens,Queens
153,154,Queens,Queens
154,107,Queens,Brooklyn
154,111,Queens,Manhattan
153,155,Queens,Brooklyn
155,91,Brooklyn,Brooklyn
155,90,Brooklyn,Bronx
146,156,Queens,Queens
156,157,Queens,Queens
157,158,Queens,Queens
158,95,Queens,Brooklyn
158,92,Queens,Queens
157,159,Queens,Queens
159,160,Queens,Queens
160,161,Queens,Queens
161,99,Queens,Queens
161,101,Queens,Queens
160,162,Queens,Brooklyn
162,100,Brooklyn,Brooklyn
162,106,Brooklyn,Brooklyn
159,105,Queens,Brooklyn
156,104,Queens,StatenIsland
140,163,Queens,Queens
163,89,Queens,Queens
163,87,Queens,Queens
139,164,Queens,Queens
164,86,Queens,Manhattan
164,165,Queens,Bronx
165,88,Bronx,Bronx
165,85,Bronx,Bronx
138,166,Queens,Queens
166,52,Queens,Queens
166,113,Queens,Queens
135,167,Queens,Queens
167,168,Queens,Queens
168,27,Queens,StatenIsland
168,169,Queens,Queens
169,170,Queens,Queens
170,82,Queens,StatenIsland
170,45,Queens,Bronx
169,29,Queens,Manhattan
167,171,Queens,Queens
171,172,Queens,Queens
172,173,Queens,Queens
173,34,Queens,Queens
173,174,Queens,Queens
174,84,Queens,Bronx
174,26,Queens,Bronx
172,65,Queens,Queens
171,175,Queens,Queens
175,176,Queens,Queens
176,42,Queens,Queens
176,177,Queens,Queens
177,30,Queens,Queens
177,22,Queens,Manhattan
175,178,Queens,Queens
178,179,Queens,Queens
179,58,Queens,Queens
179,180,Queens,Queens
180,25,Queens,Queens
180,181,Queens,Queens
181,35,Queens,StatenIsland
181,54,Queens,Brooklyn
178,182,Queens,Queens
182,40,Queens,Bronx
182,115,Queens,Brooklyn
134,183,Queens,Queens
183,184,Queens,Queens
184,71,Queens,Queens
184,185,Queens,Queens
185,186,Queens,Queens
186,81,Queens,StatenIsland
186,187,Queens,Queens
187,57,Queens,Brooklyn
187,188,Queens,Queens
188,189,Queens,Queens
189,190,Queens,Queens
190,191,Queens,Queens
191,50,Queens,Brooklyn
191,51,Queens,Manhattan
190,56,Queens,Brooklyn
189,38,Queens,Bronx
188,192,Queens,Queens
192,193,Queens,Queens
193,23,Queens,Manhattan
193,194,Queens,Queens
194,72,Queens,Queens
194,28,Queens,Queens
192,195,Queens,Queens
195,44,Queens,Queens
195,196,Queens,Queens
196,60,Queens,Queens
196,197,Queens,Queens
197,198,Queens,Brooklyn
198,199,Brooklyn,Brooklyn
199,41,Brooklyn,Brooklyn
199,73,Brooklyn,Brooklyn
198,75,Brooklyn,Brooklyn
197,64,Queens,Queens
185,200,Queens,Queens
200,201,Queens,Queens
201,36,Queens,Queens
201,48,Queens,Manhattan
200,202,Queens,Brooklyn
202,203,Brooklyn,Brooklyn
203,39,Brooklyn,Brooklyn
203,114,Brooklyn,Brooklyn
202,204,Brooklyn,Brooklyn
204,205,Brooklyn,Brooklyn
205,206,Brooklyn,Brooklyn
206,74,Brooklyn,Brooklyn
206,207,Brooklyn,Brooklyn
207,80,Brooklyn,Brooklyn
207,208,Brooklyn,Brooklyn
208,78,Brooklyn,Brooklyn
208,47,Brooklyn,Bronx
205,209,Brooklyn,Brooklyn
209,55,Brooklyn,Brooklyn
209,76,Brooklyn,Brooklyn
204,79,Brooklyn,Brooklyn
183,210,Queens,Queens
210,211,Queens,Queens
211,212,Queens,Queens
212,213,Queens,Queens
213,214,Queens,Queens
214,215,Queens,Bronx
215,21,Bronx,Bronx
215,20,Bronx,Bronx
214,19,Queens,Bronx
213,46,Queens,Queens
212,216,Queens,Queens
216,61,Queens,Queens
216,63,Queens,Queens
211,66,Queens,Bronx
210,217,Queens,Queens
217,218,Queens,Queens
218,219,Queens,Queens
219,32,Queens,Bronx
219,33,Queens,Manhattan
218,24,Queens,Manhattan
217,220,Queens,Queens
220,221,Queens,Queens
221,69,Queens,Bronx
221,222,Queens,Queens
222,67,Queens,Manhattan
222,68,Queens,Queens
220,223,Queens,Queens
223,77,Queens,Brooklyn
223,224,Queens,Queens
224,70,Queens,Bronx
224,225,Queens,Queens
225,226,Queens,Queens
226,37,Queens,Queens
226,227,Queens,Queens
227,53,Queens,Queens
227,228,Queens,Queens
228,59,Queens,Queens
228,31,Queens,Brooklyn
225,229,Queens,Queens
229,83,Queens,Bronx
229,49,Queens,Manhattan
