node1,node2,startLoc,endLoc
116,117,Queens,Queens
117,118,Queens,Queens
118,4,Queens,Brooklyn
118,119,Queens,Queens
119,3,Queens,Brooklyn
119,120,Queens,Queens
120,1,Queens,Bronx
120,2,Queens,Queens
117,121,Queens,Queens
121,122,Queens,Queens
122,123,Queens,Queens
123,124,Queens,Queens
124,125,Queens,Queens
125,126,Queens,Queens
126,21,Queens,Queens
126,10,Queens,Queens
125,93,Queens,Queens
124,127,Queens,Queens
127,128,Queens,Queens
128,129,Queens,Queens
129,57,Queens,Brooklyn
129,130,Queens,Queens
130,81,Queens,Queens
130,131,Queens,Queens
131,82,Queens,Brooklyn
131,79,Queens,Brooklyn
128,132,Queens,Queens
132,133,Queens,Queens
133,134,Queens,Queens
134,135,Queens,Bronx
135,67,Bronx,Bronx
135,66,Bronx,Bronx
134,136,Queens,Queens
136,137,Queens,Queens
137,138,Queens,Queens
138,139,Queens,Queens
139,68,Queens,Bronx
139,64,Queens,Bronx
138,140,Queens,Manhattan
140,65,Manhattan,Manhattan
140,61,Manhattan,Manhattan
137,141,Queens,Queens
141,142,Queens,Queens
142,143,Queens,Queens
143,74,Queens,Brooklyn
143,62,Queens,Queens
142,59,Queens,Manhattan
141,144,Queens,Queens
144,145,Queens,Queens
145,146,Queens,Queens
146,147,Queens,Queens
147,148,Queens,Queens
148,73,Queens,StatenIsland
148,69,Queens,Queens
147,63,Queens,Brooklyn
146,60,Queens,Bronx
145,72,Queens,Brooklyn
144,149,Queens,Queens
149,76,Queens,StatenIsland
149,150,Queens,Queens
150,75,Queens,Queens
150,151,Queens,Queens
151,70,Queens,Bronx
151,71,Queens,Queens
136,58,Queens,Brooklyn
133,80,Queens,Manhattan
132,152,Queens,Bronx
152,78,Bronx,Bronx
152,77,Bronx,Bronx
127,153,Queens,Queens
153,154,Queens,Queens
154,155,Queens,Queens
155,156,Queens,Queens
156,157,Queens,Brooklyn
157,91,Brooklyn,Brooklyn
157,36,Brooklyn,Brooklyn
156,158,Queens,Brooklyn
158,159,Brooklyn,Brooklyn
159,41,Brooklyn,Brooklyn
159,9,Brooklyn,Brooklyn
158,85,Brooklyn,Brooklyn
155,160,Queens,Queens
160,161,Queens,Queens
161,162,Queens,Queens
162,163,Queens,Queens
163,22,Queens,Queens
163,96,Queens,Bronx
162,31,Queens,Queens
161,164,Queens,Queens
164,88,Queens,Manhattan
164,87,Queens,Brooklyn
160,165,Queens,Brooklyn
165,53,Brooklyn,Brooklyn
165,166,Brooklyn,Brooklyn
166,30,Brooklyn,Brooklyn
166,84,Brooklyn,Brooklyn
154,167,Queens,Queens
167,32,Queens,Queens
167,168,Queens,Queens
168,169,Queens,Queens
169,99,Queens,Bronx
169,98,Queens,Queens
168,170,Queens,Queens
170,171,Queens,Queens
171,5,Queens,Bronx
171,6,Queens,Brooklyn
170,172,Queens,Manhattan
172,16,Manhattan,Manhattan
172,15,Manhattan,Manhattan
153,173,Queens,Queens
173,174,Queens,Queens
174,45,Queens,Queens
174,46,Queens,Manhattan
173,175,Queens,Queens
175,176,Queens,Queens
176,47,Queens,Queens
176,48,Queens,StatenIsland
175,49,Queens,Bronx
123,177,Queens,Queens
177,178,Queens,Queens
178,179,Queens,Queens
179,180,Queens,Queens
180,181,Queens,Queens
181,182,Queens,Queens
182,183,Queens,Queens
183,184,Queens,Queens
184,23,Queens,Brooklyn
184,24,Queens,Bronx
183,14,Queens,Queens
182,185,Queens,Queens
185,55,Queens,Brooklyn
185,186,Queens,Queens
186,187,Queens,Queens
187,20,Queens,Brooklyn
187,188,Queens,Bronx
188,17,Bronx,Bronx
188,19,Bronx,Bronx
186,18,Queens,Bronx
181,189,Queens,Bronx
189,26,Bronx,Bronx
189,86,Bronx,Bronx
180,190,Queens,Queens
190,191,Queens,Queens
191,192,Queens,Queens
192,43,Queens,Queens
192,44,Queens,StatenIsland
191,40,Queens,Queens
190,193,Queens,Queens
193,194,Queens,Queens
194,195,Queens,Queens
195,29,Queens,Queens
195,50,Queens,Brooklyn
194,11,Queens,Queens
193,97,Queens,Manhattan
179,196,Queens,Queens
196,197,Queens,Queens
197,198,Queens,Queens
198,199,Queens,Queens
199,39,Queens,Queens
199,94,Queens,Queens
198,200,Queens,Queens
200,201,Queens,Bronx
201,37,Bronx,Bronx
201,202,Bronx,Bronx
202,95,Bronx,Bronx
202,90,Bronx,Queens
200,203,Queens,Queens
203,35,Queens,Queens
203,13,Queens,Queens
197,204,Queens,Queens
204,33,Queens,Bronx
204,34,Queens,Queens
196,42,Queens,Queens
178,56,Queens,Queens
177,205,Queens,Queens
205,206,Queens,Queens
206,207,Queens,Brooklyn
207,208,Brooklyn,Brooklyn
208,27,Brooklyn,Brooklyn
208,51,Brooklyn,Brooklyn
207,209,Brooklyn,Brooklyn
209,52,Brooklyn,Brooklyn
209,54,Brooklyn,Brooklyn
206,210,Queens,Queens
210,211,Queens,Queens
211,89,Queens,Queens
211,25,Queens,Queens
210,212,Queens,Queens
212,28,Queens,StatenIsland
212,38,Queens,Bronx
205,213,Queens,Manhattan
213,7,Manhattan,Manhattan
213,214,Manhattan,Manhattan
214,215,Manhattan,Manhattan
215,83,Manhattan,Manhattan
215,216,Manhattan,Manhattan
216,217,Manhattan,Manhattan
217,92,Manhattan,Manhattan
217,12,Manhattan,Manhattan
216,8,Manhattan,Manhattan
214,100,Manhattan,Manhattan
122,218,Queens,Queens
218,219,Queens,Queens
219,106,Queens,Queens
219,220,Queens,Manhattan
220,104,Manhattan,Manhattan
220,105,Manhattan,Manhattan
218,221,Queens,Queens
221,222,Queens,Queens
222,102,Queens,Queens
222,103,Queens,Queens
221,101,Queens,Bronx
121,223,Queens,Queens
223,224,Queens,Queens
224,225,Queens,Queens
225,108,Queens,Bronx
225,107,Queens,Queens
224,226,Queens,Queens
226,109,Queens,Bronx
226,110,Queens,Brooklyn
223,227,Queens,Queens
227,228,Queens,Brooklyn
228,114,Brooklyn,Brooklyn
228,113,Brooklyn,Brooklyn
227,229,Queens,Queens
229,111,Queens,Queens
229,112,Queens,Queens
116,115,Queens,Brooklyn
