node1,node2,startLoc,endLoc
116,117,Queens,Queens
117,118,Queens,Queens
118,119,Queens,Queens
119,120,Queens,Brooklyn
120,41,Brooklyn,Brooklyn
120,121,Brooklyn,Brooklyn
121,80,Brooklyn,Brooklyn
121,79,Brooklyn,Brooklyn
119,122,Queens,Queens
122,123,Queens,Queens
123,64,Queens,Queens
123,124,Queens,Brooklyn
124,125,Brooklyn,Brooklyn
125,31,Brooklyn,Brooklyn
125,126,Brooklyn,Brooklyn
126,55,Brooklyn,Brooklyn
126,78,Brooklyn,Brooklyn
124,54,Brooklyn,Brooklyn
122,48,Queens,Manhattan
118,127,Queens,Queens
127,128,Queens,Queens
128,34,Queens,Queens
128,129,Queens,Queens
129,38,Queens,Bronx
129,60,Queens,Queens
127,130,Queens,Queens
130,131,Queens,Brooklyn
131,132,Brooklyn,Brooklyn
132,35,Brooklyn,StatenIsland
132,133,Brooklyn,Brooklyn
133,56,Brooklyn,Brooklyn
133,82,Brooklyn,StatenIsland
131,134,Brooklyn,Brooklyn
134,135,Brooklyn,Brooklyn
135,136,Brooklyn,Brooklyn
136,57,Brooklyn,Brooklyn
136,73,Brooklyn,Brooklyn
135,137,Brooklyn,Brooklyn
137,74,Brooklyn,Brooklyn
137,81,Brooklyn,StatenIsland
134,27,Brooklyn,StatenIsland
130,138,Queens,Queens
138,139,Queens,Queens
139,28,Queens,Queens
139,140,Queens,Queens
140,141,Queens,Queens
141,67,Queens,Manhattan
141,68,Queens,Queens
140,69,Queens,Bronx
138,142,Queens,Queens
142,143,Queens,Queens
143,144,Queens,Queens
144,52,Queens,Queens
144,84,Queens,Bronx
143,25,Queens,Queens
142,53,Queens,Queens
117,145,Queens,Queens
145,146,Queens,Queens
146,147,Queens,Queens
147,148,Queens,Queens
148,149,Queens,Queens
149,150,Queens,Queens
150,62,Queens,Queens
150,24,Queens,Manhattan
149,44,Queens,Queens
148,151,Queens,Queens
151,30,Queens,Queens
151,39,Queens,Brooklyn
147,152,Queens,Queens
152,153,Queens,Queens
153,66,Queens,Bronx
153,114,Queens,Brooklyn
152,26,Queens,Bronx
146,154,Queens,Queens
154,155,Queens,Queens
155,22,Queens,Manhattan
155,156,Queens,Queens
156,47,Queens,Bronx
156,75,Queens,Brooklyn
154,157,Queens,Queens
157,158,Queens,Queens
158,159,Queens,Queens
159,58,Queens,Queens
159,40,Queens,Bronx
158,160,Queens,Queens
160,161,Queens,Queens
161,70,Queens,Bronx
161,42,Queens,Queens
160,162,Queens,Queens
162,163,Queens,Queens
163,76,Queens,Brooklyn
163,71,Queens,Queens
162,59,Queens,Queens
157,164,Queens,Queens
164,165,Queens,Bronx
165,19,Bronx,Bronx
165,20,Bronx,Bronx
164,21,Queens,Bronx
145,166,Queens,Queens
166,167,Queens,Queens
167,65,Queens,Queens
167,77,Queens,Brooklyn
166,113,Queens,Queens
116,168,Queens,Queens
168,169,Queens,Queens
169,43,Queens,Queens
169,170,Queens,Queens
170,171,Queens,Queens
171,172,Queens,Queens
172,173,Queens,Queens
173,174,Queens,Queens
174,85,Queens,Bronx
174,175,Queens,Queens
175,88,Queens,Bronx
175,87,Queens,Queens
173,86,Queens,Manhattan
172,176,Queens,Queens
176,177,Queens,Queens
177,178,Queens,Queens
178,179,Queens,Queens
179,180,Queens,Queens
180,105,Queens,Brooklyn
180,96,Queens,Manhattan
179,181,Queens,Queens
181,182,Queens,Queens
182,92,Queens,Queens
182,110,Queens,Bronx
181,104,Queens,StatenIsland
178,183,Queens,Queens
183,101,Queens,Queens
183,102,Queens,Brooklyn
177,184,Queens,Queens
184,107,Queens,Brooklyn
184,185,Queens,Queens
185,186,Queens,Queens
186,187,Queens,Queens
187,188,Queens,Bronx
188,189,Bronx,Bronx
189,103,Bronx,Bronx
189,109,Bronx,Bronx
188,94,Bronx,Bronx
187,190,Queens,Queens
190,108,Queens,Bronx
190,93,Queens,Queens
186,191,Queens,Queens
191,192,Queens,Queens
192,90,Queens,Bronx
192,91,Queens,Brooklyn
191,100,Queens,Brooklyn
185,193,Queens,Queens
193,95,Queens,Brooklyn
193,194,Queens,Queens
194,112,Queens,Manhattan
194,98,Queens,Queens
176,195,Queens,Queens
195,196,Queens,Queens
196,197,Queens,Queens
197,97,Queens,Manhattan
197,99,Queens,Queens
196,106,Queens,Brooklyn
195,111,Queens,Manhattan
171,89,Queens,Queens
170,198,Queens,Queens
198,115,Queens,Brooklyn
198,199,Queens,Queens
199,200,Queens,Queens
200,72,Queens,Queens
200,61,Queens,Queens
199,46,Queens,Queens
168,201,Queens,Queens
201,202,Queens,Queens
202,203,Queens,Queens
203,204,Queens,Queens
204,205,Queens,Queens
205,206,Queens,Queens
206,36,Queens,Queens
206,63,Queens,Queens
205,83,Queens,Bronx
204,207,Queens,Queens
207,45,Queens,Bronx
207,23,Queens,Manhattan
203,29,Queens,Manhattan
202,208,Queens,Queens
208,209,Queens,Queens
209,210,Queens,Queens
210,211,Queens,Queens
211,212,Queens,Queens
212,14,Queens,Queens
212,16,Queens,Queens
211,11,Queens,Manhattan
210,213,Queens,Queens
213,214,Queens,Queens
214,13,Queens,Brooklyn
214,17,Queens,Queens
213,10,Queens,Bronx
209,215,Queens,Queens
215,12,Queens,Brooklyn
215,216,Queens,Queens
216,18,Queens,Manhattan
216,15,Queens,Brooklyn
208,217,Queens,Queens
217,218,Queens,Queens
218,219,Queens,Queens
219,2,Queens,Brooklyn
219,220,Queens,Queens
220,1,Queens,Bronx
220,4,Queens,Bronx
218,3,Queens,Queens
217,221,Queens,Queens
221,7,Queens,Queens
221,222,Queens,Queens
222,223,Queens,Queens
223,8,Queens,Bronx
223,9,Queens,Brooklyn
222,224,Queens,Queens
224,6,Queens,Manhattan
224,5,Queens,Brooklyn
201,225,Queens,Queens
225,226,Queens,Queens
226,49,Queens,Manhattan
226,227,Queens,Queens
227,37,Queens,Queens
227,228,Queens,Queens
228,50,Queens,Brooklyn
228,51,Queens,Manhattan
225,229,Queens,Queens
229,32,Queens,Bronx
229,33,Queens,Manhattan
